"K","BS_F1","BS_F2","BS_F3","BS_F4","BS_F5","AUC_F1","AUC_F2","AUC_F3","AUC_F4","AUC_F5","BS_TestAvg","AUC_TestAvg"
64,0.0652487975748318,0.070082252995407,0.0696061269618596,0.0645230799346527,0.0668604400107411,0.686220833814333,0.676946959510711,0.6291924173761,0.687854545042705,0.664223901183567,0.0672641394954984,0.668887731385483
65,0.0652554570559022,0.070084947041128,0.0696421332108151,0.0645367480926021,0.0668958505549695,0.688344506606826,0.675803348110383,0.629750660280227,0.687414969357115,0.664463600614178,0.0672830271910834,0.669155416993746
66,0.0652662952871326,0.0700633884261091,0.0696509202462466,0.0645251849027978,0.0668972628567548,0.689113871658928,0.676273369802695,0.628821791485742,0.68655280641823,0.665119007343021,0.0672806103438082,0.669176169341723
67,0.0652062549863814,0.0700611847245741,0.0696341773477438,0.0644759605652906,0.0668755923771895,0.690259824362335,0.676436742859884,0.630155518046782,0.687310915209319,0.667455734363721,0.0672506340002359,0.670323746968408
68,0.0652076312548029,0.0700213968007692,0.069607902064464,0.064425016695973,0.0668537352082849,0.690250673634359,0.67596347963866,0.633048111585384,0.689426682881181,0.668190584332423,0.0672231364048588,0.671375906414402
69,0.0651914505924973,0.0700589033567704,0.0695091920105021,0.0646053785142623,0.066721980841206,0.690447062334759,0.675804644721948,0.634820269483862,0.686264710920589,0.668713129091156,0.0672173810630476,0.671209963310463
70,0.0651545977464579,0.0700548187630882,0.0694127984232119,0.0646201014149143,0.0667940915607047,0.691322012709657,0.675714530218181,0.635294907613433,0.686009884436189,0.671290925253499,0.0672072815816754,0.671926452046192
71,0.0651674321119938,0.0700246429829065,0.0694185380302609,0.0645414923713835,0.0667940751852886,0.6916232828307,0.676682450751451,0.635075691944713,0.687150232953878,0.671164911838549,0.0671892361363666,0.672339314063858
72,0.0651883301248554,0.0700748989865583,0.0695335627349454,0.0645332526334383,0.0668241576907959,0.690361186272219,0.676491848851397,0.630811190137006,0.686816127118776,0.670326648686926,0.0672308404341187,0.670961400213265
73,0.0651961581934446,0.0700773901581188,0.0695702723004449,0.0645316893513064,0.0668354495357934,0.689122318484752,0.67622539517479,0.630272038086912,0.686990966401128,0.669832183004352,0.0672421919078216,0.670488580230387
74,0.0652111423301389,0.0700829637824681,0.0695991476347861,0.0645308710785648,0.0668244750739322,0.686912769629719,0.676240306207787,0.629426774066984,0.69102076411137,0.669672611669116,0.067249719979978,0.670654645136995
75,0.0652182425150319,0.0700066851410907,0.0696020595263999,0.0645344772123947,0.0668228899990795,0.686981752040612,0.676924268808323,0.629382009305804,0.690690197532997,0.669831498148836,0.0672368708787993,0.670761945167314
76,0.0652027675264377,0.070028510835943,0.0696096968057157,0.0645403921453637,0.066827946124464,0.687608928858017,0.675993301704655,0.629239157053215,0.691208344717942,0.669658914558796,0.0672418626875848,0.670741729378525
77,0.0651480577578549,0.0700378810310244,0.0696366779892492,0.0645409026177995,0.0668313100720026,0.690309097512973,0.676398492818717,0.629708528740293,0.690661883479174,0.669432912238505,0.0672389658935861,0.671302182957933
78,0.0652518135670795,0.070020221463965,0.069637449870436,0.0645415352186559,0.0668381760725263,0.687248530956209,0.677848104548384,0.629146994309609,0.690649142154954,0.66910760586839,0.0672578392385325,0.670800075567509
79,0.0652288515697821,0.0700856590552161,0.0697271148217097,0.0645260412939886,0.0668369479381367,0.686538293684871,0.675881793110065,0.631084386841267,0.690348305333094,0.669710278722498,0.0672809229357666,0.670712611538359
80,0.0652467215633347,0.0699824225629139,0.0697228929197669,0.0645581425897289,0.0667868519327075,0.685229035682208,0.678574207024782,0.631234480452282,0.689684340770963,0.668387137865525,0.0672594063136903,0.670621840359152
81,0.0652879742182086,0.0700031422530606,0.069720075620481,0.0645331933386195,0.0667588391377883,0.684920022637493,0.677575816119734,0.631186424164545,0.688475330672756,0.667192407417807,0.0672606449136316,0.669870000202467
82,0.0653391296655928,0.0700066820511149,0.0697203665337281,0.0644837975284018,0.0667340700042067,0.682347964174196,0.677709367110929,0.631365483209265,0.688931186939293,0.665867896849802,0.0672568091566089,0.669244379656697
83,0.0653461372856397,0.069962205961482,0.0696506944271269,0.0644872671971187,0.0666975632977891,0.682989922936792,0.678941796403459,0.639034081782585,0.688505060429269,0.665394661688224,0.0672287736338313,0.670973104648066
84,0.0653539155169087,0.069981923220129,0.0696426695656388,0.064458639155944,0.0666886036373956,0.682973733187297,0.678387494959423,0.639827997988219,0.689605061420261,0.66476185519141,0.0672251502192032,0.671111228549322
85,0.0653526087341999,0.0699918652587004,0.0695477312824612,0.0644648241189719,0.0667637079212744,0.682551391896115,0.677811151118781,0.64025392152474,0.689950492876892,0.667167067763714,0.0672241474631216,0.671546805036049
86,0.0653703577818291,0.0700182304317287,0.0695567476122519,0.0644821728756483,0.0667443686584001,0.681791177571988,0.676777103395696,0.639906336320284,0.692333120506029,0.664951560169351,0.0672343754719716,0.67115185959267
87,0.065378747735553,0.0700534106435774,0.0696753630878858,0.064466082272464,0.066770751130628,0.681713748335271,0.674331693984111,0.63602365159323,0.691778165051114,0.664235201299582,0.0672688709740216,0.669616492052662
88,0.0653753553410814,0.0701107190938576,0.0697155291610448,0.0644852923472351,0.0667721075950892,0.681667290793241,0.673160205435136,0.636095406872181,0.691579966674359,0.664121515283921,0.0672918007076616,0.669324877011768
89,0.0653755539480132,0.0701086737801077,0.069742468774227,0.0644668823908848,0.0667828266781105,0.681857344374273,0.672997480683729,0.635031585488844,0.690609502479603,0.663796893769321,0.0672952811142686,0.668858561359154
90,0.0653282435923433,0.0701061197379769,0.0697755446748248,0.0645730897404306,0.0667938786418176,0.682483113387374,0.673209476674606,0.634440427319144,0.688393219916672,0.663599655380704,0.0673153752774786,0.6684251785357
91,0.0653085971742358,0.0701045793517829,0.0697840039420012,0.0645833448716046,0.0667273035146301,0.682521124103581,0.673351455640973,0.634296258455932,0.688235369066613,0.665080997861881,0.0673015657708509,0.668697041025796
92,0.0653042360708214,0.0701029940214871,0.0697703973659037,0.0646518190596056,0.0667285877431242,0.682454957301295,0.674570918817853,0.633790021671411,0.688021597960256,0.664962517857608,0.0673116068521884,0.668760002721685
93,0.0652795531396752,0.070133515880638,0.0697573041689333,0.0647082735269332,0.0667399935184377,0.682939945884003,0.673901218944532,0.634357480849899,0.688112910783832,0.664588244318096,0.0673237280469235,0.668779960156072
94,0.0653014183232146,0.0701421169885584,0.0697763569358062,0.0646988879097258,0.066742949395722,0.683070167782117,0.674164431092227,0.634184346552982,0.687774557840657,0.664374569397094,0.0673323459106054,0.668713614533015
95,0.065303701125195,0.0701410858954953,0.0697651421315387,0.0647486036544132,0.066738178540726,0.682977252698057,0.674174803984747,0.634510865987471,0.684910591296543,0.665029291270421,0.0673393422694736,0.668320561047448
96,0.0653045352416624,0.0701823035723997,0.069758127727833,0.0647650877391214,0.0667504055150099,0.682825913735383,0.674305113447029,0.63399541292859,0.68323829249267,0.664975187684654,0.0673520919592053,0.667867984057665
97,0.0653073454266232,0.0701642960156542,0.0696555649816738,0.06478878761871,0.0667308098373643,0.682711177684612,0.674803012287988,0.634862401023796,0.683162552398696,0.664296495868267,0.0673293607760051,0.667967127852672
98,0.0652974134788207,0.070114603969745,0.0696602341164273,0.0647730764759447,0.0667194048338901,0.682926571743115,0.676266238439087,0.634903215953108,0.682092989015563,0.664491679690336,0.0673129465749656,0.668136138968242
99,0.0653196189108588,0.0701162387859199,0.069720938686171,0.0647859499572645,0.0667167005249839,0.681849601450602,0.676170289183277,0.634184346552982,0.681873555098441,0.664480037146563,0.0673318893730396,0.667711565886373
100,0.065323448577724,0.0701104782129042,0.0697132803314145,0.0648601512445627,0.066728751854533,0.682005867728339,0.676291522364605,0.634965096652386,0.679819370493641,0.664259513670401,0.0673472220442277,0.667468274181874
101,0.0653010470505183,0.0701414153353325,0.0697369063180267,0.0648708992198296,0.0667067667593466,0.681518063537024,0.676486662405137,0.634439769013832,0.679666474603002,0.664694396923081,0.0673514069366107,0.667361073296415
102,0.0652831391732429,0.0701294671471109,0.0697359720035873,0.0649434108831527,0.0666954777057186,0.681722899063247,0.677145989385938,0.634448985288193,0.679419434483403,0.664938890342304,0.0673574933825625,0.667535239712617
103,0.0652811644643993,0.0701123979089365,0.069661924575986,0.0649926979885561,0.0667089285082643,0.681975599935804,0.677315845500952,0.63518628723704,0.67813963925064,0.664632075071122,0.0673514226892284,0.667449889399112
104,0.0652519507915596,0.0701049893281879,0.0696553354908638,0.0650055817643422,0.0666955147043383,0.681307596793585,0.677474032111882,0.63478340438642,0.67785791441511,0.664643032759379,0.0673426744158584,0.667213196093275
105,0.0653537482056371,0.0700956087727593,0.0697214702950078,0.0650651649685395,0.0667280802317222,0.681826372679587,0.677425409178195,0.633880209499082,0.677597425119945,0.664391690784995,0.0673928144947332,0.667024221452361
106,0.0653508358702068,0.0701208566518905,0.069712592981989,0.0650631209189596,0.0667000202278352,0.68173838491059,0.676551492983387,0.633998046149836,0.677642019754715,0.667606402577248,0.0673894853301762,0.667507269275155
107,0.0653250588457189,0.0701045019443683,0.0697066711927935,0.0652260774298387,0.0667155226482556,0.682133977919997,0.677267870873048,0.634939422745239,0.67917947287726,0.667240689731687,0.067415566412195,0.668152286829446
108,0.0653354787577191,0.0701029438629522,0.0697056385471095,0.0652398225480949,0.0667073281294284,0.682197329113675,0.677363171823075,0.63491769866996,0.679018082770474,0.66738176996799,0.0674182423690608,0.668175610469035
109,0.0653402379889754,0.0701843183705522,0.0697029949781769,0.0652396859376994,0.0666960228495812,0.682097375008095,0.673157612212006,0.634974312926746,0.678941634825154,0.667660506163015,0.067432652024997,0.667366288227003
110,0.0653158641212767,0.0701746891530617,0.0696953257364383,0.0652385958828037,0.0667286121104079,0.68169896639008,0.673935579151005,0.635046068205697,0.678978443095122,0.6673523211808,0.0674306174007977,0.667402275604541
111,0.0653282433914345,0.0702055548040165,0.069680821935054,0.0652411018222204,0.0667497192552946,0.680519930285531,0.673824070556415,0.633616229069183,0.678494272774763,0.66556621799499,0.067441088241604,0.666404144136176
112,0.0653029357846553,0.0701960378421359,0.0696783921140275,0.0652428053374547,0.0666781292432586,0.681011253987606,0.673725528077475,0.633666260272854,0.6784963963288,0.665989458703897,0.0674196600643064,0.666577779474126
113,0.065313487683944,0.0701817606413942,0.0696815440789882,0.0652233599000388,0.0667041403910097,0.68105208031242,0.674414677124271,0.633650460945379,0.678039124359571,0.664477982580015,0.067420858539075,0.666326865064331
114,0.0652954694120242,0.0701799953288118,0.069679208905945,0.0652568485280855,0.0667064238387161,0.68147371770145,0.674535261999816,0.633718924697772,0.6780504499811,0.665083394856187,0.0674235892027165,0.666572349847265
115,0.0653122883187067,0.070422676987059,0.0696837004118368,0.0652433010721404,0.0667030151328107,0.681388545541061,0.673034434113332,0.635000645139205,0.676844271288275,0.665186808039108,0.0674729963845107,0.666290940824196
116,0.065302934118927,0.0704244582375663,0.0697910789756883,0.0652312231845972,0.0666678228391752,0.681991789685299,0.67279780250272,0.635795877955462,0.676584489844457,0.66570250424268,0.0674835034711908,0.666574492846123
117,0.0653186003000011,0.0704198321016956,0.0697987490269326,0.0652748050623005,0.0666848701054724,0.682043878444545,0.673325523409674,0.635969012252378,0.673988091108962,0.665996307259058,0.0674993713192805,0.666264562494923
118,0.0653195266800111,0.0704187827557293,0.0697965930451701,0.065418085145781,0.0667203616261799,0.678835492435867,0.673332654773281,0.636060516690673,0.673515246410132,0.666210667035576,0.0675346698505743,0.665590915469106
119,0.0652973966814299,0.0704162183516915,0.0698107262666866,0.0654005333888704,0.0667232008826581,0.679226158130211,0.674511274685863,0.635820235251986,0.673554178234137,0.666854431220645,0.0675296151142673,0.665993255504569
120,0.0653070290366392,0.0704214058989415,0.0698079940490485,0.0654521092928691,0.0667201003637148,0.679341598083134,0.674336880430371,0.63528042489658,0.671994073868535,0.6669934568904,0.0675417277282426,0.665589286833804
121,0.065323758990556,0.0704329145230094,0.0697589366064626,0.0654522388738205,0.0667371811675033,0.679381016603644,0.674462003446394,0.638408033431377,0.671999028827954,0.667255071697524,0.0675410060322704,0.666301030801378
122,0.0653844761885798,0.0704546699742362,0.0697733512983316,0.0654392282511434,0.0667520982315744,0.673531589720776,0.67381758749859,0.638173676740493,0.673271037695916,0.667587911478315,0.0675607647887731,0.665276360626818
123,0.0653929636137268,0.0704527443978595,0.0697713836527758,0.0654480025910512,0.0667552281300169,0.673626616511292,0.673781930680552,0.637615433836366,0.673061513697631,0.667239320020655,0.067564064477086,0.6650649629493
124,0.0653926125770647,0.0704573029871494,0.0697907434934205,0.0654308948256829,0.066738249436018,0.673464719016339,0.672843832213277,0.636855749506929,0.673103276927019,0.66725918083062,0.0675619606638671,0.664705351698837
125,0.0654088496175671,0.0704944369664935,0.069565179738766,0.065431227021085,0.0666918194550085,0.673517511677737,0.670869741105569,0.647825749217275,0.673101861224328,0.66950619177872,0.067518302559784,0.666964211000726
126,0.0653958912045913,0.0704954192475633,0.0696774398799964,0.0654439653157074,0.0666708751662686,0.674194665547932,0.670819821560316,0.643576388431732,0.672618398755314,0.670951236917548,0.0675367181628254,0.666432102242568
127,0.0653987621934123,0.0705094731166581,0.069720346261637,0.0654428636950255,0.0665537848183342,0.6739152163936,0.671102482881486,0.643707391188715,0.67252991733712,0.671692250585894,0.0675250460170134,0.666589451677363
128,0.0654433737891372,0.0705318798716316,0.0697447298463688,0.0655305738306575,0.0665502440700779,0.673761061822318,0.668920285617596,0.642757456624263,0.671582812236768,0.671864834175934,0.0675601602815746,0.665777290095376
129,0.0654269121338574,0.0705303457379638,0.0697485403586855,0.0655275351197475,0.0665519038617899,0.674179179700588,0.669132929914255,0.643145198452719,0.671635901087684,0.671947016837858,0.0675570474424088,0.666008045198621
130,0.0654404385333762,0.0705232701526551,0.0697423647031427,0.0655270886093631,0.0665538058217997,0.674309401598703,0.668274573058227,0.643048427571933,0.67141363576518,0.671812100301199,0.0675573935640674,0.665771627659048
131,0.0654266421401711,0.0705825565300099,0.0697561739372582,0.0655300509117319,0.0665541846175962,0.674807764322297,0.667208110046017,0.642920058036196,0.671416467170562,0.67173265706134,0.0675699216273535,0.665617011327282
132,0.0653960593367422,0.0705843037606945,0.0697648220611723,0.0655050017476719,0.0665739422295528,0.67613461987876,0.666958512319755,0.64279629663764,0.671077406376042,0.671292979820047,0.0675648258271667,0.665651963006449
